index,question,answer,intent,retrieved_count,k,context_found,branch
41,남은 로티세리 치킨으로 10분 점심 만들기 아이디어 줘.,"남은 로티세리 치킨으로 간편하게 만들 수 있는 ""치킨 샐러드 랩"" 레시피를 소개할게요. 이 요리는 빠르고 간단하며, 영양가도 높습니다.

1) **재료**  
- 남은 로티세리 치킨 1컵 (잘게 찢은 것)  
- 혼합 샐러드 채소 2컵  
- 방울토마토 1컵 (반으로 자른 것)  
- 아보카도 1개 (슬라이스)  
- 통밀 또띠아 2장  
- 드레싱 (올리브 오일, 레몬즙, 소금, 후추) 적당량  

2) **단계**  
1. 큰 볼에 찢은 로티세리 치킨, 혼합 샐러드 채소, 방울토마토, 아보카도를 넣습니다.  
2. 드레싱 재료를 섞어 샐러드 재료에 뿌리고 잘 섞습니다.  
3. 또띠아 위에 샐러드 혼합물을 올리고, 양쪽 끝을 접고 말아줍니다.  
4. 랩을 반으로 잘라서 서빙합니다.  

3) **핵심 팁**  
- 드레싱은 개인 취향에 따라 바꿀 수 있으며, 요거트 드레싱이나 바비큐 소스를 사용해도 좋습니다.  
- 남은 치킨이 없다면, 통조림 치킨이나 구운 닭가슴살로 대체할 수 있습니다.  

4) **변형/대체 옵션**  
- 채소를 추가하거나 변경할 수 있습니다. 예를 들어, 오이, 당근, 피망 등을 넣어도 좋습니다.  
- 또띠아 대신 로메인 상추를 사용하면 저탄수화물 옵션이 됩니다.  

이렇게 간단하게 남은 로티세리 치킨으로 맛있는 점심을 만들 수 있습니다!",recipe,10,10,True,has_docs
42,남은 밥으로 만들 수 있는 이색 볶음밥 레시피 알려줘.,"남은 밥으로 만들 수 있는 이색 볶음밥 레시피는 ""치즈 김치 볶음밥""입니다. 이 볶음밥은 김치의 매콤함과 치즈의 고소함이 어우러져 특별한 맛을 제공합니다.

1) **재료**  
- 남은 밥 2공기  
- 김치 1컵 (잘게 썬 것)  
- 양파 1/2개 (다진 것)  
- 대파 1대 (송송 썬 것)  
- 치즈 (모짜렐라 또는 체다) 1컵  
- 식용유 2큰술  
- 간장 1큰술  
- 후추 약간  
- 참기름 1작은술  

2) **단계**  
1. 팬에 식용유를 두르고 중불로 가열합니다.  
2. 다진 양파와 대파를 넣고 투명해질 때까지 볶습니다.  
3. 잘게 썬 김치를 추가하고 2-3분간 볶아 김치의 맛을 끌어냅니다.  
4. 남은 밥을 넣고 간장과 후추로 간을 하며 잘 섞어가며 볶습니다.  
5. 마지막으로 치즈를 넣고 치즈가 녹을 때까지 볶습니다.  
6. 불을 끄고 참기름을 뿌린 후 잘 섞어 접시에 담아냅니다.  

3) **핵심 팁**  
- 김치의 숙성 정도에 따라 매운맛이 달라지므로, 기호에 맞게 조절하세요.  
- 치즈는 좋아하는 종류로 변경 가능하며, 고소한 맛을 더하고 싶다면 치즈를 추가로 올려도 좋습니다.  

4) **변형/대체 옵션**  
- 김치 대신 볶은 채소(당근, 피망 등)를 사용해도 좋습니다.  
- 치즈 대신 계란을 추가하여 더욱 부드러운 식감을 줄 수 있습니다.  

이 볶음밥은 간단하면서도 맛있고, 남은 밥을 활용하기 좋은 레시피입니다!",recipe,10,10,True,has_docs
43,삶은 파스타 면이 남았어. 마르는 거 방지 팁과 활용법?,"삶은 파스타 면을 보관할 때는 마르는 것을 방지하기 위해 몇 가지 방법을 활용할 수 있습니다. 먼저, 파스타 면을 식힌 후, 올리브 오일이나 식용유를 살짝 뿌려서 면이 서로 붙지 않도록 해주세요. 그런 다음 밀폐 용기에 담아 냉장고에 보관하면 됩니다. 이때, 보관 온도는 4도 이하로 유지하는 것이 좋습니다.

파스타 면은 일반적으로 냉장고에서 3~5일 정도 보관할 수 있으며, 그 이후에는 품질이 저하될 수 있습니다. 활용법으로는, 남은 파스타를 볶음 요리나 샐러드에 추가하거나, 소스를 곁들여 간편한 한 끼로 만들 수 있습니다. 또한, 파스타를 냉동 보관하고 싶다면, 삶은 후 물기를 제거하고 냉동용 밀폐 봉지에 담아 공기를 최대한 빼고 냉동하면 2~3개월까지 보관할 수 있습니다. 해동할 때는 냉장고에서 서서히 해동하거나, 끓는 물에 잠깐 담갔다가 사용하면 됩니다.",storage,10,10,True,has_docs
44,익은 아보카도 빨리 써야 해. 샐러드 말고 다른 레시피 있어?,"익은 아보카도를 활용한 맛있는 레시피로 '아보카도 크림 파스타'를 추천합니다. 이 요리는 간단하면서도 풍부한 맛을 자랑합니다.

1) **재료**:
   - 익은 아보카도 1개
   - 올리브 오일 2큰술
   - 마늘 2쪽 (다진 것)
   - 레몬 주스 1큰술
   - 파스타 200g (스파게티나 펜네 등)
   - 소금, 후추 (맛 조절용)
   - 파마산 치즈 (선택사항)
   - 신선한 바질 (선택사항)

2) **단계**:
   1. 파스타를 끓는 소금물에 넣고 포장지에 적힌 시간에 맞춰 삶습니다.
   2. 그 동안, 아보카도를 반으로 갈라 씨를 제거하고, 과육을 그릇에 담아 포크로 으깹니다.
   3. 으깬 아보카도에 올리브 오일, 다진 마늘, 레몬 주스를 넣고 잘 섞어 크림 같은 질감을 만듭니다.
   4. 삶은 파스타를 체에 걸러 물기를 빼고, 아보카도 크림 소스와 잘 섞습니다.
   5. 소금과 후추로 간을 맞추고, 원한다면 파마산 치즈와 바질을 뿌려서 서빙합니다.

3) **핵심 팁**:
   - 아보카도를 너무 많이 으깨지 말고 약간 덩어리가 남도록 하면 식감이 더 좋습니다.
   - 레몬 주스는 아보카도의 갈변을 방지해줍니다.

4) **변형/대체 옵션**:
   - 파스타 대신 퀴노아나 쌀로 대체할 수 있습니다.
   - 마늘 대신 양파를 사용하거나, 매운 맛을 원한다면 칠리 플레이크를 추가해도 좋습니다.

이 레시피는 아보카도의 크리미한 질감과 맛을 최대한 활용할 수 있어, 빠르게 익은 아보카도를 소진하는 데 유용합니다!",recipe,10,10,True,has_docs
45,매운거 잘 못 먹어. 이전에 추천한 레시피 덜 맵게 바꿔줘.,"매운 요리를 덜 맵게 만드는 방법은 여러 가지가 있습니다. 일반적으로 매운맛을 줄이기 위해 다음과 같은 대체 재료나 조리법을 사용할 수 있습니다.

1) **재료(계량 포함)**:
   - 고추가루: 1큰술 (대신 고춧가루의 양을 줄이거나, 매운맛이 없는 파프리카 가루로 대체)
   - 고추: 1개 (대신 피망이나 파프리카로 대체)
   - 생강: 1작은술 (선택 사항, 생강의 양을 줄이거나 생략)
   - 마늘: 2쪽 (마늘은 매운맛을 줄이는 데 도움을 줄 수 있음)
   - 소금: 1작은술
   - 설탕: 1작은술 (단맛이 매운맛을 중화시킴)
   - 기타 재료: 기본 재료는 그대로 사용

2) **단계(번호 목록)**:
   1. 재료를 준비합니다. 매운 고추 대신 피망이나 파프리카를 사용합니다.
   2. 팬에 기름을 두르고 다진 마늘을 볶아 향을 낸 후, 준비한 재료를 넣고 볶습니다.
   3. 고추가루를 넣고 볶다가, 필요에 따라 물이나 육수를 추가해 조리합니다.
   4. 소금과 설탕으로 간을 맞추고, 마지막에 불을 끕니다.

3) **핵심 팁**:
   - 매운맛을 줄이기 위해 고추가루의 양을 최소화하고, 대신 단맛이 있는 재료(예: 설탕, 당근)를 추가하면 매운맛을 중화할 수 있습니다.
   - 요리를 마친 후, 간을 보고 필요시 소금을 추가하여 맛을 조절하세요.

4) **변형/대체 옵션**:
   - 매운 소스를 사용해야 하는 경우, 매운 소스의 양을 줄이고 대신 달콤한 소스를 추가하여 조화롭게 만들 수 있습니다.
   - 요리에 크림이나 요거트를 추가하면 매운맛을 부드럽게 만들 수 있습니다.

이렇게 조리하면 매운맛을 줄이면서도 맛있는 요리를 즐길 수 있습니다!",recipe,10,10,True,has_docs
46,"방금 준 파스타 레시피, 버섯 알레르기 반영해서 수정해줘.","죄송하지만, 제공된 파스타 레시피가 없어서 구체적인 수정이 어렵습니다. 대신 일반적인 파스타 레시피를 제공하고, 버섯을 제외한 대체 재료를 제안해 드리겠습니다.

1) **재료**:
   - 스파게티 면 200g
   - 올리브 오일 2 큰술
   - 마늘 3쪽 (다진 것)
   - 방울토마토 200g (반으로 자른 것)
   - 시금치 100g
   - 소금, 후추 (기호에 맞게)
   - 파마산 치즈 (선택 사항)

2) **단계**:
   1. 큰 냄비에 물을 끓이고, 소금을 넣은 후 스파게티 면을 포장 지침에 따라 삶습니다.
   2. 팬에 올리브 오일을 두르고 중불에서 다진 마늘을 볶아 향을 내줍니다.
   3. 방울토마토를 추가하고 5분 정도 볶아줍니다.
   4. 시금치를 넣고 시금치가 시들 때까지 볶습니다.
   5. 삶은 스파게티 면을 팬에 넣고 잘 섞어줍니다. 소금과 후추로 간을 맞춥니다.
   6. 원한다면 파마산 치즈를 뿌려서 서빙합니다.

3) **핵심 팁**:
   - 면을 삶을 때 소금을 충분히 넣으면 면에 간이 배어 더욱 맛있습니다.
   - 시금치 대신 다른 채소(예: 브로콜리, 애호박 등)를 사용해도 좋습니다.

4) **변형/대체 옵션**:
   - 버섯 대신 다른 채소를 추가하거나, 닭고기나 새우를 넣어 단백질을 보충할 수 있습니다.
   - 글루텐 프리 파스타를 사용하여 글루텐 알레르기가 있는 분들도 즐길 수 있습니다.

이 레시피는 간단하면서도 맛있고, 버섯 알레르기가 있는 분들도 안전하게 즐길 수 있습니다!",recipe,10,10,True,has_docs
47,그 레시피를 에어프라이어 버전으로 변환해줄래?,"레시피에 대한 구체적인 정보가 제공되지 않았습니다. 하지만 일반적인 에어프라이어 요리법으로 변환하는 방법을 안내해드리겠습니다. 예를 들어, 닭 날개 요리를 에어프라이어로 만드는 방법을 설명하겠습니다.

1) 재료:
- 닭 날개 1kg
- 올리브 오일 2큰술
- 소금 1작은술
- 후추 1작은술
- 마늘 가루 1작은술
- 파프리카 가루 1작은술
- 고추가루 (선택사항) 1/2작은술

2) 단계:
1. 닭 날개를 씻고 물기를 제거한 후 큰 볼에 담습니다.
2. 올리브 오일, 소금, 후추, 마늘 가루, 파프리카 가루, 고추가루를 넣고 잘 섞어 양념을 입힙니다.
3. 에어프라이어를 180도로 예열합니다.
4. 양념한 닭 날개를 에어프라이어 바구니에 겹치지 않게 넣습니다.
5. 25~30분 동안 조리하며 중간에 한 번 뒤집어 줍니다.
6. 바삭하게 구워지면 꺼내어 접시에 담고, 원하는 소스와 함께 제공합니다.

3) 핵심 팁:
- 에어프라이어의 모델에 따라 조리 시간이 다를 수 있으니, 중간에 상태를 확인하는 것이 좋습니다.
- 바삭한 식감을 원한다면, 조리 전에 닭 날개를 냉장고에 잠시 두어 수분을 제거하면 좋습니다.

4) 변형/대체 옵션:
- 닭 날개 대신 닭 가슴살이나 다른 부위를 사용할 수 있으며, 양념도 취향에 따라 바꿀 수 있습니다. 예를 들어, 바베큐 소스나 스파이시 소스를 사용해도 좋습니다.

이와 같은 방식으로 다른 레시피도 에어프라이어 버전으로 변환할 수 있습니다. 특정 레시피가 필요하다면 알려주세요!",recipe,10,10,True,has_docs
48,재료가 ‘베이컨 100g?’ 정확히 몇 줄 정도야?,"베이컨 100g은 약 4~5줄 정도로 잘라서 사용할 수 있습니다. 일반적으로 베이컨 한 줄의 두께는 약 1~2cm 정도이므로, 100g의 베이컨을 적당한 크기로 자르면 요리하기에 편리합니다. 베이컨을 조리할 때는 팬에 기름을 약간 두르고 중불로 구워주면 바삭하게 익힐 수 있습니다.",unknown,0,10,False,no_docs
49,‘코리앤더’가 고수 맞지? 고수 싫으면 뭘로 대체해?,"네, '코리앤더'는 고수의 다른 이름입니다. 고수의 특유의 향과 맛이 싫다면, 대체재로는 '파슬리'를 추천합니다. 파슬리는 고수보다 더 부드럽고 상큼한 맛을 가지고 있어, 고수의 향을 대체하는 데 적합합니다. 

대체 비율은 고수의 양을 기준으로 1:1로 사용하면 좋습니다. 그러나 파슬리는 고수보다 맛이 덜 강하므로, 필요에 따라 양을 조절해 사용하는 것이 좋습니다. 또한, 고수의 특유의 향이 그리워진다면, 약간의 레몬 제스트를 추가하면 상큼함을 더할 수 있습니다.",substitution,10,10,True,has_docs
50,레시피에 ‘한 꼬집’이 몇 g 정도야?,"‘한 꼬집’은 일반적으로 약 0.5g에서 1g 정도의 양을 의미합니다. 이는 주로 소금이나 향신료와 같은 작은 양의 재료를 측정할 때 사용됩니다. 요리에서 ‘한 꼬집’은 맛을 조절하는 데 유용하며, 너무 많은 양을 사용하면 맛이 과해질 수 있으므로 주의가 필요합니다. 따라서, 처음에는 적은 양으로 시작하고 필요에 따라 조금씩 추가하는 것이 좋습니다.",substitution,0,10,False,no_docs
51,"오늘 뭐 먹을지 모르겠어. 내 냉장고 재료로 메뉴 추천해줘: 계란, 시금치, 우유, 식빵.","제안드리는 메뉴는 ""시금치 계란 토스트""입니다. 간단하게 만들 수 있으며, 건강한 아침이나 간식으로 좋습니다.

1) **재료**  
- 계란 2개  
- 시금치 100g  
- 우유 2큰술  
- 식빵 2장  
- 소금, 후추 약간  
- 버터 또는 식용유 (팬에 구울 때 사용)

2) **단계**  
1. 시금치는 깨끗이 씻고 물기를 제거한 후, 팬에 버터나 식용유를 두르고 볶아줍니다.  
2. 시금치가 숨이 죽으면, 계란을 깨고 우유를 넣어 잘 섞어줍니다. 소금과 후추로 간을 맞춥니다.  
3. 시금치와 계란 혼합물을 팬에 붓고 약한 불에서 익힙니다.  
4. 다른 팬에서 식빵을 구워 바삭하게 만듭니다.  
5. 구운 식빵 위에 시금치 계란 혼합물을 올리고, 원한다면 치즈를 추가해도 좋습니다.  

3) **핵심 팁**  
- 시금치를 볶을 때 너무 오래 익히지 않도록 주의하세요. 아삭한 식감을 유지하는 것이 좋습니다.  
- 계란 혼합물을 너무 세게 저어주지 않도록 하여 부드러운 식감을 유지하세요.  

4) **변형/대체 옵션**  
- 시금치 대신 다른 채소(예: 브로콜리, 양파)를 사용해도 좋습니다.  
- 우유 대신 크림이나 요거트를 사용하여 더 풍부한 맛을 낼 수 있습니다.  
- 식빵 대신 토르티야를 사용하여 랩 형태로 만들어도 맛있습니다.  

이 레시피는 영양가가 높고, 단백질과 비타민이 풍부하여 건강한 한 끼를 제공합니다.",recipe,10,10,True,has_docs
52,디저트 말고 담백한 야식 추천해줘.,"담백한 야식으로 추천할 수 있는 요리는 '닭가슴살 샐러드'입니다. 이 요리는 건강하면서도 가벼운 맛을 자랑하며, 다양한 채소와 함께 즐길 수 있어 풍미가 풍부합니다. 조리 난이도는 낮고, 소요 시간은 약 20-30분 정도입니다.

**기본 재료:**
- 닭가슴살
- 샐러드 채소 (상추, 시금치, 방울토마토 등)
- 올리브유
- 레몬즙
- 소금, 후추

**조리 단계 요약:**
1. 닭가슴살을 소금과 후추로 간을 한 후, 팬에서 구워줍니다.
2. 샐러드 채소를 씻고 준비합니다.
3. 구운 닭가슴살을 슬라이스하여 샐러드 위에 올리고, 올리브유와 레몬즙으로 드레싱을 만들어 뿌립니다.

**대표 변형:**
- 그릴드 야채를 추가하여 더욱 풍부한 맛을 낼 수 있습니다.
- 아보카도나 견과류를 넣어 영양가를 높일 수도 있습니다.

이렇게 간단하게 만들 수 있는 닭가슴살 샐러드는 담백하면서도 포만감을 주어 야식으로 적합합니다.",dish_overview,0,10,False,no_docs
53,밀프렙으로 3일치 만들 수 있는 닭가슴살 레시피 알려줘.,"**닭가슴살 밀프렙 레시피 (3일치)**

1) **재료**  
- 닭가슴살 600g  
- 올리브유 3큰술  
- 소금 1작은술  
- 후추 1/2작은술  
- 파프리카 가루 1작은술  
- 마늘 가루 1작은술  
- 양파 가루 1작은술  
- 레몬즙 2큰술  
- 브로콜리 300g  
- 당근 2개  
- 현미 또는 퀴노아 1컵 (조리된 상태)

2) **단계**  
1. 닭가슴살을 깨끗이 씻고, 올리브유, 소금, 후추, 파프리카 가루, 마늘 가루, 양파 가루, 레몬즙을 섞어 마리네이드 소스를 만든다.  
2. 닭가슴살을 마리네이드 소스에 30분 이상 재운다.  
3. 브로콜리와 당근은 먹기 좋은 크기로 자르고, 끓는 물에 3-5분간 데친 후 찬물에 헹궈 색을 유지한다.  
4. 팬에 닭가슴살을 중불에서 6-7분씩 양면을 구워 익힌다. (내부 온도가 75도 이상이 되어야 함)  
5. 구운 닭가슴살을 식힌 후 슬라이스한다.  
6. 밀프렙 용기에 조리된 현미 또는 퀴노아, 구운 닭가슴살, 데친 브로콜리와 당근을 나누어 담는다.  
7. 밀프렙 용기를 밀폐하여 냉장 보관한다.  

3) **핵심 팁**  
- 닭가슴살을 재울 때는 최소 30분 이상 재우는 것이 맛을 더 잘 배게 한다.  
- 밀프렙 용기는 유리나 BPA-free 플라스틱 용기를 사용하면 좋다.  
- 조리된 닭가슴살은 냉장고에서 3-4일간 보관 가능하다.  

4) **변형/대체 옵션**  
- 닭가슴살 대신 칠면조 가슴살이나 두부를 사용해도 좋다.  
- 야채는 취향에 따라 브로콜리 대신 시금치, 아스파라거스 등을 사용해도 된다.  
- 향신료를 바꿔서 다양한 맛을 시도해볼 수 있다. (예: 이탈리안 허브, 커리 가루 등)  

이 레시피로 3일치 건강한 밀프렙을 손쉽게 준비할 수 있습니다!",recipe,10,10,True,has_docs
54,"아이들용 순한 카레 레시피, 매운 맛 없이 부탁해.","아이들용 순한 카레 레시피를 소개합니다. 이 카레는 매운 맛이 없고 부드러운 맛으로 아이들이 좋아할 만한 요리입니다.

1) **재료**  
- 감자 2개 (중간 크기)  
- 당근 1개 (중간 크기)  
- 양파 1개 (중간 크기)  
- 브로콜리 100g  
- 카레 가루 2큰술  
- 물 3컵  
- 식용유 1큰술  
- 소금 약간  
- 후추 약간  
- 우유 1/2컵 (선택 사항, 부드러움을 위해)

2) **단계**  
1. 감자, 당근, 양파는 깍둑썰기하고 브로콜리는 작은 송이로 나눕니다.  
2. 팬에 식용유를 두르고 양파를 넣어 투명해질 때까지 볶습니다.  
3. 감자와 당근을 추가하고 5분 정도 더 볶습니다.  
4. 물을 붓고 끓인 후, 중불로 줄여 10분 정도 끓입니다.  
5. 브로콜리를 넣고 카레 가루를 추가한 후, 잘 섞어줍니다.  
6. 5분 정도 더 끓인 후, 소금과 후추로 간을 맞추고, 원한다면 우유를 넣어 부드럽게 합니다.  
7. 불을 끄고 잠시 식힌 후, 그릇에 담아 서빙합니다.

3) **핵심 팁**  
- 카레 가루는 아이들이 좋아하는 순한 종류를 선택하세요.  
- 우유를 추가하면 더욱 부드럽고 크리미한 맛이 납니다.  
- 채소는 아이들이 좋아하는 것으로 변형할 수 있습니다.

4) **변형/대체 옵션**  
- 고기를 추가하고 싶다면 닭고기나 돼지고기를 작은 조각으로 썰어 함께 볶아주세요.  
- 채소는 호박, 피망 등으로 대체 가능하며, 아이들이 좋아하는 재료를 활용하세요.  
- 카레 가루 대신 카레 페이스트를 사용할 수 있으며, 이 경우 양을 조절하세요.  

이 레시피는 영양가가 높고, 아이들이 쉽게 먹을 수 있는 맛으로 구성되어 있습니다.",recipe,10,10,True,has_docs
55,"저번에 말한 타코 소스, 장보기 리스트로 정리해줘.","타코 소스를 만들기 위한 장보기 리스트를 아래와 같이 정리해 드릴게요.

### 타코 소스 재료 리스트:
1. **토마토** - 2~3개 (신선한 토마토 또는 캔 토마토)
2. **양파** - 1개 (중간 크기)
3. **마늘** - 2~3쪽
4. **고추** - 1~2개 (스파이시한 맛을 원하면 할라피뇨 추천)
5. **올리브 오일** - 2큰술
6. **소금** - 적당량
7. **후추** - 적당량
8. **고수** - 한 줌 (선택 사항)
9. **레몬 또는 라임 주스** - 1큰술

### 요리 단계 요약:
1. **재료 준비**: 토마토, 양파, 마늘, 고추를 잘게 다진다.
2. **볶기**: 팬에 올리브 오일을 두르고 양파와 마늘을 볶아 향을 낸다.
3. **소스 만들기**: 다진 토마토와 고추를 넣고 끓인 후, 소금, 후추, 레몬 주스를 추가하여 간을 맞춘다.
4. **마무리**: 마지막으로 고수를 넣고 섞은 후, 불을 끄고 식힌다.

이 리스트와 단계를 참고하여 맛있는 타코 소스를 만들어 보세요!",shopping,10,10,True,has_docs
56,‘ㅁㄴㅇㄹ’ 같은 오타가 있는데 혹시 의미 추론 가능해?,"죄송하지만, 'ㅁㄴㅇㄹ'과 같은 오타는 특정한 의미를 추론하기 어렵습니다. 만약 요리와 관련된 질문이나 요청이 있으시다면, 구체적으로 말씀해 주시면 도움이 될 수 있도록 최선을 다하겠습니다!",unknown,0,10,False,no_docs
57,오늘 날씨 어때? (레시피 외 질문 처리 테스트),"죄송하지만, 날씨에 대한 정보는 제공할 수 없습니다. 대신 요리와 관련된 질문이나 레시피가 필요하시면 도와드리겠습니다! 어떤 요리를 원하시나요?",recipe,10,10,True,has_docs
58,비슷한 레시피 3개 비교해서 차이점 정리해줘.,"비슷한 레시피를 비교할 때, 예를 들어 '카레', '스튜', '찌개'를 선택해 보겠습니다. 이 세 가지 요리는 모두 국물 요리지만, 재료와 조리 방법에서 차이가 있습니다.

1. **카레**:
   - **주재료**: 고기(닭고기, 소고기 등), 감자, 당근, 양파, 카레 가루.
   - **조리 방법**: 재료를 볶은 후 물을 붓고 카레 가루를 넣어 끓입니다. 보통 30분 정도 조리하여 걸쭉한 소스를 만듭니다.
   - **특징**: 향신료가 풍부하고, 달콤하면서도 매운 맛이 조화롭습니다.

2. **스튜**:
   - **주재료**: 고기(소고기, 양고기 등), 다양한 채소(당근, 감자, 셀러리 등), 육수.
   - **조리 방법**: 재료를 볶은 후 육수를 추가하고, 낮은 온도에서 오랜 시간(1-2시간) 끓입니다.
   - **특징**: 재료의 맛이 깊게 우러나고, 부드러운 식감을 제공합니다.

3. **찌개**:
   - **주재료**: 고기(돼지고기, 소고기 등), 두부, 채소(양파, 대파 등), 고추가루, 된장 또는 고추장.
   - **조리 방법**: 재료를 넣고 물을 부은 후 끓이며, 보통 20-30분 정도 조리합니다.
   - **특징**: 한국 전통의 매운 맛과 깊은 국물 맛이 특징이며, 다양한 재료를 활용할 수 있습니다.

이렇게 세 가지 요리는 비슷한 점이 있지만, 주재료와 조리 방법, 그리고 맛의 특징에서 차이가 있습니다. 각 요리는 그 자체로 독특한 매력을 가지고 있어, 취향에 따라 선택할 수 있습니다.",unknown,0,10,False,no_docs
59,재료 가격 고려해서 1만원 이하 저녁 식단 추천해줘.,"1만원 이하의 저녁 식단으로는 ""김치찌개와 밥""을 추천합니다. 이 요리는 간단하면서도 맛있고, 재료도 저렴하게 구입할 수 있습니다.

### 재료
- 김치 (200g): 2,000원
- 두부 (1모): 1,500원
- 돼지고기 (목살 또는 삼겹살, 200g): 3,000원
- 대파 (1대): 500원
- 마늘 (2쪽): 200원
- 고춧가루 (1큰술): 300원
- 밥 (2인분): 1,000원
- 물 (적당량): 무료

### 요리 단계 요약
1. **재료 준비**: 김치는 적당한 크기로 자르고, 두부는 큐브 모양으로 썰고, 대파와 마늘도 다져줍니다. 돼지고기는 한 입 크기로 썰어줍니다.
2. **찌개 끓이기**: 냄비에 돼지고기를 넣고 볶다가, 마늘과 김치를 추가해 함께 볶습니다. 고춧가루를 넣고 잘 섞은 후 물을 부어 끓입니다.
3. **두부와 대파 추가**: 끓어오르면 두부와 대파를 넣고 중불에서 10분 정도 더 끓입니다. 마지막으로 간을 보고 필요시 소금을 추가합니다.
4. **서빙**: 완성된 김치찌개를 그릇에 담고, 따뜻한 밥과 함께 제공합니다.

이렇게 하면 1만원 이하로 맛있는 저녁을 준비할 수 있습니다!",shopping,10,10,True,has_docs
